"Calu3_mock3" "Calu3_mock2" "Calu3_mock1" "Calu3_SARSCoV2_3" "Calu3_SARSCoV2_2" "Calu3_SARSCoV2_1" "SRR1942929" "SRR1942934" "SRR1942956" "SRR1942957" "SRR1942960" "SRR1942961" "SRR1942989" "SRR1942990"
"ENSG00000128602.11" 55 86 190 37 35 32 50 48 15 8 31 27 5 9
"ENSG00000128604.20" 77 185 361 216 107 260 315 280 157 155 243 193 104 104
"ENSG00000128606.13" 3 5 3 2 1 4 3 7 5 7 9 3 7 8
"ENSG00000128607.14" 371 490 1268 833 504 813 2012 2627 1546 1440 1906 1432 1157 1223
"ENSG00000128609.15" 399 463 1242 681 431 614 2553 3492 618 534 2488 1961 486 514
"ENSG00000128610.12" 5 4 5 8 2 15 7 12 4 5 17 7 2 1
"ENSG00000128617.2" 0 0 0 0 0 0 0 0 1 1 0 1 1 3
"ENSG00000128626.11" 567 1391 2382 747 375 868 1843 1638 497 430 1623 1184 313 367
"ENSG00000128641.19" 916 1033 3321 2632 1446 2329 3389 4504 1598 1581 3251 2432 1905 2102
"ENSG00000128645.15" 1 1 2 0 2 4 0 0 0 0 0 0 0 0
"ENSG00000128652.11" 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000128654.14" 662 1085 2344 1094 597 1012 1604 2039 545 509 1657 1237 395 376
"ENSG00000128655.18" 9 15 49 21 12 29 25 46 15 14 35 16 10 9
"ENSG00000128656.14" 12 23 40 20 10 18 18 25 4 6 16 11 8 9
"ENSG00000128683.14" 39 73 145 102 71 113 178 216 165 175 168 122 41 50
"ENSG00000128692.8" 4 3 20 0 44 3 8 6 0 0 2 4 0 2
"ENSG00000128694.12" 77 113 206 100 40 132 302 408 63 53 295 257 23 41
"ENSG00000128699.14" 451 605 1399 837 524 713 1652 2251 614 557 1700 1239 534 576
"ENSG00000128708.13" 876 1358 3083 1262 771 1282 3911 4992 1215 1081 3586 2863 632 653
"ENSG00000128709.13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000128710.5" 0 0 0 2 0 0 0 0 0 1 0 0 0 0
"ENSG00000128713.14" 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"ENSG00000128714.6" 0 0 1 0 0 0 0 0 1 0 0 0 1 0
"ENSG00000128731.17" 157 264 707 288 159 340 1365 1673 667 722 1364 1078 508 575
"ENSG00000128739.22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000128789.21" 531 912 1859 886 558 850 1786 2270 670 561 1727 1297 365 355
"ENSG00000128791.12" 310 285 1010 353 205 330 1581 1980 515 526 1436 1204 577 574
"ENSG00000128805.14" 10 37 50 31 21 27 80 108 50 46 84 69 65 61
"ENSG00000128815.19" 0 0 0 1 0 0 0 0 0 0 0 1 0 0
"ENSG00000128829.12" 167 218 612 336 140 310 839 1082 471 431 733 606 521 516
"ENSG00000128833.13" 156 258 627 279 128 289 1718 2200 478 506 1589 1330 568 662
"ENSG00000128849.10" 7 18 96 51 31 66 380 439 171 205 359 312 83 80
"ENSG00000128872.10" 5 11 29 36 25 31 14 27 16 3 14 14 3 5
"ENSG00000128881.17" 17 28 82 130 66 101 261 358 272 295 263 209 170 223
"ENSG00000128886.12" 13 26 37 29 21 25 16 15 10 7 13 15 3 5
"ENSG00000128891.15" 52 68 203 102 69 119 194 260 106 81 192 145 45 73
"ENSG00000128908.17" 124 245 709 414 216 417 1189 1567 1111 1056 1112 897 1130 1263
"ENSG00000128915.12" 316 437 1130 710 422 605 2229 2913 909 951 2147 1600 891 948
"ENSG00000128917.8" 0 0 1 0 0 1 0 0 0 0 0 2 3 2
"ENSG00000128918.15" 1456 2363 6229 1825 859 1785 7271 9491 1652 1621 6690 5388 1835 1962
"ENSG00000128923.11" 281 295 1052 877 548 734 3120 3883 1207 1230 3021 2340 876 967
"ENSG00000128928.10" 160 283 656 186 79 208 1211 1329 246 249 1056 781 212 236
"ENSG00000128944.13" 147 263 551 227 129 212 806 1088 214 208 763 611 215 230
"ENSG00000128951.14" 626 1283 2386 664 414 767 2171 2688 471 429 1974 1506 203 247
"ENSG00000128965.13" 7 25 65 282 87 262 33 42 9 14 43 27 7 19
"ENSG00000128973.13" 604 1157 2680 613 364 684 2429 2497 616 643 2062 1597 513 621
"ENSG00000128989.10" 866 1228 3062 1687 1055 1537 7438 9461 1898 1835 7125 5228 2136 2263
"ENSG00000129003.18" 344 390 1471 829 493 796 6531 8681 3135 3113 6133 4875 1615 1898
"ENSG00000129007.14" 45 94 217 209 68 103 112 183 39 46 126 114 31 31
"ENSG00000129009.13" 0 0 0 0 0 0 0 0 0 1 0 2 0 2
"ENSG00000129028.9" 90 101 360 140 94 145 291 319 115 104 263 209 134 180
"ENSG00000129038.16" 33 66 117 36 35 75 10 8 4 4 7 12 2 0
"ENSG00000129048.7" 17 19 54 287 167 272 43 80 35 46 40 39 12 16
"ENSG00000129055.12" 464 663 1726 1010 527 892 1914 2371 538 503 1698 1374 863 850
"ENSG00000129071.9" 503 698 1793 826 464 796 2225 2947 825 723 2061 1503 715 679
"ENSG00000129083.12" 1481 1971 5233 3528 1894 3186 6598 8856 2426 2359 6557 4950 2049 2127
"ENSG00000129084.17" 1702 2831 6126 2512 1448 2444 5915 7798 1653 1559 5791 4302 1672 1777
"ENSG00000129103.18" 1554 3156 6790 3299 1531 3291 6485 7498 1645 1702 5776 4735 928 1073
"ENSG00000129116.19" 250 326 882 656 386 644 756 937 410 434 700 506 312 313
"ENSG00000129128.13" 731 931 2202 754 466 698 4212 5549 1061 1104 4022 3061 1016 1012
"ENSG00000129151.9" 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"ENSG00000129152.4" 0 0 0 0 0 0 0 1 0 0 0 1 0 0
"ENSG00000129158.11" 98 213 425 124 90 161 312 323 106 108 253 221 58 42
"ENSG00000129159.7" 2 2 1 0 0 0 16 13 2 4 7 11 2 0
"ENSG00000129167.9" 1 8 7 3 2 5 42 44 23 32 49 30 36 40
"ENSG00000129170.10" 0 0 0 0 0 0 2 0 1 0 0 0 0 0
"ENSG00000129173.13" 170 237 719 204 92 203 923 1057 337 337 840 601 278 299
"ENSG00000129187.14" 461 748 1845 826 437 835 1431 1794 378 382 1358 1048 383 394
"ENSG00000129194.8" 0 4 3 3 0 1 31 26 4 6 33 17 18 26
"ENSG00000129195.16" 222 455 1058 201 92 220 1184 1200 256 229 1063 778 227 245
"ENSG00000129197.14" 208 419 814 583 306 643 904 1135 319 375 800 632 253 213
"ENSG00000129204.17" 9 19 85 27 11 22 107 122 94 89 101 87 50 59
"ENSG00000129214.15" 0 0 2 4 0 1 0 1 1 1 1 2 0 4
"ENSG00000129219.14" 21 35 94 44 27 45 169 159 79 72 162 158 36 38
"ENSG00000129221.16" 0 7 5 6 3 7 14 18 11 15 16 17 12 10
"ENSG00000129226.14" 591 1052 2447 2484 1230 2974 1222 1324 683 721 1083 818 298 333
"ENSG00000129235.11" 706 1575 2827 1037 607 1125 1849 2448 525 462 1912 1382 399 407
"ENSG00000129244.9" 0 0 6 0 4 1 14 19 3 8 8 11 3 5
"ENSG00000129245.12" 266 584 1285 744 369 774 921 1065 653 641 818 597 900 903
"ENSG00000129250.12" 661 1377 3149 1202 523 1277 4147 4335 1460 1505 3498 2755 1383 1554
"ENSG00000129255.16" 262 617 1266 428 183 381 1047 1247 294 263 966 685 284 261
"ENSG00000129292.20" 417 420 1505 959 536 914 3479 4709 3095 2762 3470 2611 2645 2862
"ENSG00000129295.9" 19 26 81 12 5 11 36 45 17 9 44 35 13 7
"ENSG00000129315.11" 222 271 880 585 288 519 1503 1992 1038 984 1384 1006 631 669
"ENSG00000129317.14" 99 60 343 205 125 142 1025 1404 401 382 983 728 486 495
"ENSG00000129347.21" 132 321 606 293 152 342 1044 1065 480 535 971 734 505 515
"ENSG00000129351.17" 1859 3211 7964 3445 1699 3508 10464 11666 4526 4610 9461 7292 3816 4337
"ENSG00000129353.15" 1480 3009 6820 2825 1440 3103 5264 5817 2007 2144 4602 3564 1144 1234
"ENSG00000129354.11" 677 1425 3028 1286 590 1403 2510 3133 603 549 2430 1870 574 594
"ENSG00000129355.7" 60 133 327 178 107 183 207 240 57 68 183 127 53 34
"ENSG00000129422.14" 377 557 1365 1278 741 1192 4072 5376 2032 1932 3748 3033 1690 1729
"ENSG00000129437.10" 0 2 2 3 2 1 4 8 1 4 1 3 4 1
"ENSG00000129450.8" 0 0 1 2 0 0 0 0 0 0 0 1 6 5
"ENSG00000129451.12" 206 529 918 426 244 509 814 851 218 217 682 550 107 129
"ENSG00000129455.15" 6 17 31 24 17 36 22 18 4 11 15 20 6 9
"ENSG00000129460.16" 265 407 899 537 207 465 1322 1601 446 456 1198 943 914 961
"ENSG00000129465.16" 39 72 152 83 32 97 104 135 48 59 104 71 19 17
"ENSG00000129467.13" 12 10 14 55 42 47 19 31 19 16 27 21 13 8
"ENSG00000129472.15" 137 175 517 352 169 365 785 1107 360 366 820 629 194 170
"ENSG00000129473.9" 158 346 873 518 296 541 1050 1441 460 458 1037 793 359 345
"ENSG00000129474.16" 136 214 550 872 380 849 1243 1329 736 733 1103 831 863 890
"ENSG00000129480.13" 100 133 267 146 68 111 572 704 156 142 571 436 132 124
"ENSG00000129484.13" 191 315 641 374 192 328 1101 1383 313 298 1015 790 288 273
"ENSG00000129493.15" 170 180 629 330 178 328 1479 1938 581 492 1385 1118 282 311
"ENSG00000129514.7" 372 547 1428 907 549 1003 2240 2621 958 912 2064 1552 842 878
"ENSG00000129515.20" 488 634 1620 1411 859 1260 2984 3853 1227 1076 2860 2117 811 857
"ENSG00000129518.9" 215 257 634 433 291 458 901 1194 305 302 856 649 347 335
"ENSG00000129521.14" 26 54 143 145 109 158 115 145 68 55 111 107 23 25
"ENSG00000129534.14" 215 208 725 247 212 228 1891 2485 638 650 1741 1426 640 679
"ENSG00000129535.12" 10 22 40 11 13 15 18 22 7 8 14 17 10 5
"ENSG00000129538.14" 443 893 1872 1521 803 1834 544 604 66 76 536 386 25 24
"ENSG00000129559.13" 1213 2499 5013 1747 835 1755 3737 4789 929 807 3509 2685 630 693
"ENSG00000129562.11" 1075 1977 3911 1480 771 1554 3825 4881 890 832 3753 2814 616 617
"ENSG00000129566.13" 145 228 638 612 265 584 1711 2054 1042 962 1508 1253 1113 1225
"ENSG00000129595.13" 234 304 839 295 189 331 951 1151 264 212 907 730 151 166
"ENSG00000129596.5" 0 0 1 1 1 0 1 2 2 1 0 1 12 13
"ENSG00000129625.13" 1637 2826 6261 2505 1352 2444 6646 8744 1897 1804 6378 4947 1572 1697
"ENSG00000129636.13" 951 1265 3257 1833 1059 1779 3093 3973 937 911 2969 2198 936 1022
"ENSG00000129646.14" 10 13 38 13 7 14 35 34 9 12 41 20 11 16
"ENSG00000129654.8" 0 3 3 0 0 1 2 0 8 12 2 0 4 3
"ENSG00000129657.16" 377 577 1570 941 416 877 2531 2969 1690 1581 2251 1874 1127 1244
"ENSG00000129667.12" 380 800 1811 1389 714 1704 1478 1319 456 482 1289 955 260 299
"ENSG00000129673.9" 0 0 0 0 0 0 4 7 0 6 6 4 3 4
"ENSG00000129675.16" 0 2 3 1 0 1 15 12 11 6 14 6 2 7
"ENSG00000129680.16" 90 147 318 270 108 245 606 827 276 283 588 442 284 288
"ENSG00000129682.16" 0 0 4 8 0 4 44 58 26 33 48 44 21 31
"ENSG00000129691.16" 662 1301 2987 1602 823 1452 3149 3988 1059 975 2947 2327 990 1015
"ENSG00000129696.12" 374 716 1680 1260 650 1247 989 1255 943 910 916 707 928 937
"ENSG00000129744.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000129749.3" 10 32 61 24 20 24 68 58 39 26 57 38 26 39
"ENSG00000129757.13" 27 75 152 89 68 113 27 26 19 17 23 25 7 13
"ENSG00000129810.15" 174 243 567 247 129 236 1030 1304 302 255 914 712 252 249
"ENSG00000129816.5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000129824.16" 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"ENSG00000129862.7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000129864.6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000129873.7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000129910.8" 0 2 4 4 5 1 4 5 6 3 4 4 7 1
"ENSG00000129911.9" 264 614 1231 500 276 672 870 754 248 255 813 604 186 224
"ENSG00000129925.11" 926 2289 4708 1523 774 1802 3022 2535 1107 1147 2566 1988 572 763
"ENSG00000129932.10" 110 362 560 186 96 230 266 168 79 81 181 142 111 135
"ENSG00000129933.21" 137 260 671 491 200 491 834 945 542 604 827 634 327 384
"ENSG00000129946.10" 56 109 223 99 82 140 138 127 62 67 158 110 38 57
"ENSG00000129951.18" 1 5 12 6 6 3 3 3 1 1 2 1 0 1
"ENSG00000129965.15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000129968.15" 601 1396 2614 455 316 777 1073 847 427 383 917 660 225 260
"ENSG00000129988.6" 0 0 2 1 0 2 1 3 0 0 1 3 0 0
"ENSG00000129990.15" 7 20 38 11 10 10 19 20 14 16 26 16 9 11
"ENSG00000129991.13" 9 26 58 24 20 38 74 93 14 17 69 55 17 13
"ENSG00000129993.15" 0 1 1 2 4 2 1 0 2 4 1 1 0 0
"ENSG00000130005.13" 216 618 1078 164 111 245 195 220 43 42 183 144 24 25
"ENSG00000130021.14" 288 435 966 704 352 668 1408 1692 432 400 1211 975 245 242
"ENSG00000130023.16" 77 141 292 150 72 137 323 418 106 113 306 231 76 66
"ENSG00000130024.15" 295 513 1114 669 379 650 1568 1994 401 430 1457 1130 465 522
"ENSG00000130032.16" 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000130035.8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000130037.5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000130038.10" 18 26 80 21 24 16 58 68 29 17 57 42 21 14
"ENSG00000130045.16" 3 2 11 4 5 8 28 32 6 11 31 20 9 6
"ENSG00000130052.13" 3 8 34 15 10 20 20 21 33 29 17 15 34 37
"ENSG00000130054.4" 101 138 327 255 94 228 299 284 98 89 235 205 93 73
"ENSG00000130055.13" 2 1 2 2 0 6 3 2 0 0 7 5 2 0
"ENSG00000130066.16" 2138 3659 7640 13077 7800 13038 5486 7307 2150 2104 5658 4469 1425 1357
"ENSG00000130119.16" 340 475 1568 653 326 740 2384 2942 904 973 2122 1755 641 655
"ENSG00000130147.16" 455 770 1890 1627 875 1722 2500 2784 1623 1535 2250 1859 1544 1676
"ENSG00000130150.12" 179 182 571 527 326 455 1171 1424 518 514 1087 887 363 386
"ENSG00000130158.14" 191 353 831 533 307 708 1396 1333 973 1127 1330 958 564 655
"ENSG00000130159.14" 113 208 422 203 142 261 574 582 212 195 507 416 162 185
"ENSG00000130164.14" 1761 2830 8120 7387 3547 8060 13634 15135 5498 5558 12617 10116 3102 3506
"ENSG00000130165.10" 258 488 1077 485 168 491 874 933 302 281 747 626 339 329
"ENSG00000130167.13" 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000130173.13" 0 0 0 0 0 0 2 2 0 2 1 0 1 1
"ENSG00000130175.9" 1876 4158 8684 3541 1786 3840 7025 7042 1461 1493 6168 4798 814 903
"ENSG00000130176.8" 1 2 3 2 0 4 4 3 1 3 3 2 3 3
"ENSG00000130177.16" 135 200 404 215 122 224 604 804 202 175 562 400 241 254
"ENSG00000130182.8" 0 0 0 0 0 0 0 0 0 1 1 1 0 0
"ENSG00000130193.8" 1527 3403 7012 1186 710 1463 3023 2443 679 645 2560 1927 321 396
"ENSG00000130202.10" 1214 2427 5400 3705 1758 3962 4663 4515 1651 1663 4177 3174 691 786
"ENSG00000130203.10" 54 114 217 77 55 113 37 26 5 10 31 26 10 16
"ENSG00000130204.13" 1299 2812 5914 1418 741 1580 5996 5851 1778 1674 5183 4037 2241 2327
"ENSG00000130208.9" 38 90 192 58 29 58 98 121 36 34 93 51 9 19
"ENSG00000130222.11" 9 27 43 15 8 23 8 12 6 4 10 8 17 16
"ENSG00000130224.15" 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000130226.17" 0 0 0 0 0 0 1 0 0 1 0 1 0 2
"ENSG00000130227.17" 830 1234 3568 1350 657 1391 5117 6547 1924 1705 4813 3805 1844 1845
"ENSG00000130234.11" 320 438 1081 485 268 399 2275 2990 245 259 2179 1828 239 307
"ENSG00000130244.12" 174 412 758 236 134 287 625 619 201 213 523 365 121 142
"ENSG00000130254.12" 284 624 1369 481 271 527 1439 1419 733 761 1321 1042 587 688
"ENSG00000130255.13" 2022 5534 9624 4790 2338 5070 6122 6200 1899 1744 5788 4461 995 1052
"ENSG00000130270.16" 86 109 250 91 70 123 221 242 85 83 196 182 123 109
"ENSG00000130283.9" 30 49 115 0 0 33 0 0 0 0 0 0 0 0
"ENSG00000130287.14" 0 0 0 0 0 0 0 0 1 0 1 1 3 0
"ENSG00000130294.16" 3645 6812 17838 7423 3348 8386 16942 16417 5935 6099 15019 11782 5772 7158
"ENSG00000130299.17" 139 264 584 176 124 264 497 491 177 209 467 340 120 129
"ENSG00000130300.9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000130303.13" 7 1 7 119 58 103 0 4 34 38 4 1 4 3
"ENSG00000130304.17" 281 701 1351 560 295 681 1607 1449 426 454 1399 1054 126 159
"ENSG00000130305.17" 132 297 517 346 144 341 576 553 226 196 519 390 253 307
"ENSG00000130307.12" 9 2 4 7 7 6 17 20 8 13 24 12 9 13
"ENSG00000130309.11" 1582 3017 6831 2877 1537 3347 5680 6047 1306 1204 5359 4141 750 777
"ENSG00000130311.11" 317 725 1627 834 419 802 1275 1445 406 403 1230 942 638 700
"ENSG00000130312.6" 229 487 906 257 130 313 516 547 139 116 502 397 90 124
"ENSG00000130313.7" 323 903 1621 655 407 860 815 711 246 262 734 533 118 126
"ENSG00000130332.15" 387 932 1818 399 215 400 911 889 192 186 827 543 120 124
"ENSG00000130338.13" 201 245 678 457 250 490 988 1223 777 771 953 729 630 733
"ENSG00000130340.16" 308 452 1223 943 528 880 1806 2190 1020 985 1749 1311 1174 1290
"ENSG00000130347.13" 127 305 618 207 99 219 825 1002 217 230 673 518 176 192
"ENSG00000130348.11" 255 341 796 499 262 468 1383 1930 503 471 1302 995 876 959
"ENSG00000130349.10" 107 162 417 195 133 234 483 710 166 127 489 357 161 142
"ENSG00000130363.12" 166 191 493 339 163 322 585 728 190 203 552 421 112 132
"ENSG00000130368.6" 2 6 12 7 7 7 36 52 20 31 31 26 14 22
"ENSG00000130377.13" 0 0 0 0 0 0 2 5 1 2 2 2 0 0
"ENSG00000130382.9" 428 939 2119 787 405 923 2226 2124 906 821 2021 1566 740 829
"ENSG00000130383.7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000130385.6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000130396.20" 1120 1397 4254 3800 2051 3651 7762 10087 5952 6197 7418 6008 5158 5598
"ENSG00000130402.12" 12912 25005 59027 19172 9275 21513 53762 53036 15387 15065 47952 38073 10178 11559
"ENSG00000130413.15" 30 27 63 28 22 33 78 138 36 54 84 72 35 47
"ENSG00000130414.12" 1084 1920 3848 1748 932 1777 3675 4563 1146 1144 3380 2626 765 870
"ENSG00000130427.3" 0 0 0 0 1 1 1 1 0 0 0 1 0 1
"ENSG00000130429.15" 1339 2963 5599 1717 1034 2211 3893 3688 1083 1006 3557 2621 712 806
"ENSG00000130433.7" 1264 3047 5352 3901 2306 4742 4253 4392 911 907 3871 2934 486 539
"ENSG00000130449.6" 131 157 537 491 247 543 1211 1623 1420 1426 1130 911 986 1038
"ENSG00000130475.14" 2 11 13 4 4 5 39 23 9 15 34 14 4 8
"ENSG00000130477.15" 4 5 19 25 11 33 13 16 14 11 14 13 9 12
"ENSG00000130479.11" 198 542 1040 537 258 668 617 521 301 315 504 384 283 402
"ENSG00000130487.9" 1 6 16 83 42 138 3 6 22 18 4 6 14 12
"ENSG00000130508.11" 0 0 0 6 0 1 0 1 0 0 0 1 1 2
"ENSG00000130511.16" 152 422 740 132 123 183 729 627 180 165 649 455 86 123
"ENSG00000130513.6" 294 642 1248 1482 806 2083 816 675 477 462 739 555 167 214
"ENSG00000130517.14" 214 377 993 470 268 555 943 1184 353 394 939 729 117 126
"ENSG00000130518.17" 4 16 43 34 11 27 61 74 49 43 63 50 78 78
"ENSG00000130520.10" 1247 3185 5869 2613 1270 2686 2987 3349 665 632 2785 2187 665 737
"ENSG00000130522.6" 494 1173 2175 721 543 1398 852 739 413 402 774 587 324 334
"ENSG00000130528.12" 0 0 0 2 3 1 1 2 3 1 0 1 0 2
"ENSG00000130529.16" 191 482 948 663 336 786 1114 978 657 711 957 743 227 306
"ENSG00000130538.5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000130540.14" 38 83 164 163 81 180 300 326 152 208 263 187 202 197
"ENSG00000130544.12" 33 61 110 91 54 114 197 222 187 222 168 129 138 148
"ENSG00000130545.16" 235 442 961 335 171 444 596 529 171 167 551 394 170 154
"ENSG00000130558.19" 27 39 108 27 13 28 24 28 9 3 19 13 4 3
"ENSG00000130559.19" 260 403 1207 743 342 813 1938 2224 1690 1720 1782 1435 1504 1674
"ENSG00000130560.9" 231 462 847 265 151 308 671 748 169 182 627 482 203 211
"ENSG00000130561.17" 5 7 9 3 7 8 47 46 37 35 54 31 31 33
"ENSG00000130584.11" 26 36 99 96 38 105 119 135 43 48 101 97 31 35
"ENSG00000130589.16" 473 1040 2629 10683 5268 13149 1897 1493 10004 9628 1673 1233 2142 2452
"ENSG00000130590.14" 129 312 596 244 133 285 497 463 122 113 406 315 52 63
"ENSG00000130592.15" 4 2 5 0 1 2 1 0 2 1 1 2 1 0
"ENSG00000130595.19" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000130598.16" 2 4 2 0 0 2 0 6 0 1 6 1 1 1
"ENSG00000130600.19" 6 14 21 6 5 6 26 26 8 6 30 18 4 0
"ENSG00000130612.16" 0 0 0 0 0 0 2 4 0 0 4 1 1 0
"ENSG00000130635.16" 1 0 0 3 0 0 0 0 0 0 0 0 0 0
"ENSG00000130638.17" 1542 2771 5930 2507 1582 2678 7293 9045 1802 1584 6738 5235 1094 1093
"ENSG00000130640.13" 474 992 1967 785 386 888 1728 1797 609 608 1536 1218 484 541
"ENSG00000130643.9" 2 0 1 0 1 0 0 0 0 0 1 0 0 0
"ENSG00000130649.10" 8 19 40 38 12 36 37 50 14 15 33 22 9 11
"ENSG00000130653.16" 3 3 23 8 2 15 21 36 16 22 40 33 9 3
"ENSG00000130656.6" 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000130669.17" 645 1370 2999 1106 585 1326 1998 1671 691 710 1658 1307 451 538
"ENSG00000130675.15" 94 258 471 156 93 222 277 266 116 122 264 152 58 75
"ENSG00000130684.14" 42 70 139 161 95 143 218 232 102 91 171 147 36 83
"ENSG00000130695.15" 207 376 981 415 211 417 1001 1242 480 452 904 664 465 502
"ENSG00000130699.18" 230 354 963 537 284 544 1697 2026 875 920 1576 1224 716 776
"ENSG00000130700.7" 2 2 11 3 2 6 0 2 0 0 0 0 0 0
"ENSG00000130701.4" 61 82 191 51 50 49 165 150 48 38 135 102 12 19
"ENSG00000130702.15" 2953 5926 14611 7601 3859 9593 27100 21684 6717 7110 23910 17799 3953 4965
"ENSG00000130703.16" 784 1385 3097 2159 1131 2168 3509 4255 1785 1761 3341 2727 1214 1304
"ENSG00000130706.13" 2218 5503 10742 4514 2027 4762 7047 6200 2042 1859 6112 4312 2575 2953
"ENSG00000130707.18" 172 340 798 734 417 861 317 381 89 88 273 234 34 35
"ENSG00000130711.4" 1 1 7 3 0 1 3 4 0 0 2 1 0 0
"ENSG00000130713.16" 210 470 1036 455 205 434 1489 1837 536 511 1425 1114 350 415
"ENSG00000130714.16" 104 201 425 158 101 176 337 360 108 116 336 265 134 126
"ENSG00000130717.13" 164 341 698 217 131 235 536 582 248 198 509 396 172 218
"ENSG00000130720.13" 4 20 45 7 8 7 22 23 13 13 26 11 2 0
"ENSG00000130723.20" 833 1385 3828 2130 1101 2251 5397 5912 2617 2982 4856 3858 2326 2600
"ENSG00000130724.9" 1492 3260 5796 2437 1342 2437 3146 3684 924 840 3072 2362 567 600
"ENSG00000130725.8" 940 2022 3868 1485 851 1611 2474 2884 772 743 2339 1807 1104 1155
"ENSG00000130726.12" 2676 5870 12062 3689 2029 4301 12184 12285 4287 4215 10643 8248 3949 4337
"ENSG00000130731.16" 600 1513 2570 641 453 944 1368 1158 315 335 1210 900 264 241
"ENSG00000130733.10" 359 791 1585 686 356 815 1072 1049 286 240 1010 740 198 226
"ENSG00000130734.10" 100 218 445 193 109 247 285 277 160 165 270 221 116 154
"ENSG00000130741.11" 1711 2704 6296 4001 2270 3795 9059 11873 2163 2282 8809 6629 2058 1977
"ENSG00000130748.7" 507 1392 1941 127 187 461 348 166 46 47 256 137 20 29
"ENSG00000130749.10" 256 536 1295 1219 665 1446 2206 2294 1646 1716 2016 1462 1067 1227
"ENSG00000130751.10" 8 34 56 45 28 45 34 28 8 8 28 22 15 10
"ENSG00000130755.13" 0 1 3 0 0 1 1 5 0 3 0 2 3 0
"ENSG00000130758.8" 149 376 764 541 337 676 511 395 230 225 434 311 244 317
"ENSG00000130762.15" 184 622 1146 456 242 503 1136 893 367 424 987 758 235 251
"ENSG00000130764.10" 400 753 1643 684 345 734 1277 1280 459 403 1167 815 539 597
"ENSG00000130766.5" 96 192 437 479 274 617 245 257 418 447 252 190 709 765
"ENSG00000130768.15" 202 362 827 235 123 309 383 400 97 100 352 219 34 27
"ENSG00000130770.18" 690 1691 3004 1277 703 1391 1541 1840 386 392 1547 1144 234 262
"ENSG00000130772.14" 148 246 518 377 230 436 519 659 303 258 484 412 259 222
"ENSG00000130775.16" 58 127 264 813 398 948 89 113 286 274 105 51 30 33
"ENSG00000130779.20" 583 650 2089 1720 902 1639 4001 5281 3142 3035 3828 3189 3045 3171
"ENSG00000130783.14" 2 5 9 5 2 7 16 21 11 8 18 12 12 8
"ENSG00000130787.14" 1549 3147 6743 2790 1439 3424 8441 7403 3523 3474 7424 5594 1927 2304
"ENSG00000130803.15" 171 286 713 663 313 691 1144 1404 1222 1199 1035 859 1466 1555
"ENSG00000130810.20" 164 351 682 347 124 350 895 905 430 427 850 669 493 570
"ENSG00000130811.12" 734 1508 2883 1020 525 1156 2852 2735 790 755 2436 2013 603 705
"ENSG00000130812.10" 7 20 62 11 8 11 22 10 5 5 20 16 1 3
"ENSG00000130813.18" 211 476 1121 1234 605 1194 780 811 899 833 768 598 247 256
"ENSG00000130816.16" 939 1707 4304 1700 681 1762 5224 6137 1957 1965 4856 3797 2016 2107
"ENSG00000130818.12" 66 121 270 217 127 283 460 617 298 298 481 342 366 395
"ENSG00000130821.16" 311 655 1341 490 290 523 1632 1803 490 480 1557 1242 668 758
"ENSG00000130822.15" 0 1 1 2 1 0 2 7 1 3 2 3 3 3
"ENSG00000130826.18" 1199 2159 4476 2524 1042 2237 9182 11610 2399 2201 8448 6599 2973 2996
"ENSG00000130827.6" 266 546 1322 648 308 699 3141 2843 1313 1383 2963 2299 613 790
"ENSG00000130829.18" 1 7 6 3 2 8 5 4 2 4 9 2 1 3
"ENSG00000130830.15" 11 33 36 11 14 27 3 9 19 10 16 6 52 88
"ENSG00000130844.18" 22 58 111 47 20 57 177 292 100 90 202 158 50 53
"ENSG00000130856.16" 107 113 416 273 155 290 954 1002 667 604 834 659 482 478
