"Calu3_mock3" "Calu3_mock2" "Calu3_mock1" "Calu3_SARSCoV2_3" "Calu3_SARSCoV2_2" "Calu3_SARSCoV2_1" "SRR1942929" "SRR1942934" "SRR1942956" "SRR1942957" "SRR1942960" "SRR1942961" "SRR1942989" "SRR1942990"
"ENSG00000222889.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222890.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222895.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222898.1" 0 3 0 1 1 1 3 8 3 2 7 4 4 1
"ENSG00000222909.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222915.1" 0 0 0 0 0 0 1 2 0 0 0 0 0 0
"ENSG00000222920.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222921.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222922.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222923.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222924.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222931.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222932.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222934.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222937.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222940.1" 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000222941.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222942.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222950.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222952.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222955.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222958.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222960.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222966.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222969.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222971.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222972.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222973.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222974.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222976.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222979.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222982.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222983.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222985.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222986.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222987.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222990.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222997.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222998.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223001.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223003.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223004.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223006.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223007.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223012.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223013.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223015.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223019.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223023.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223024.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223026.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223027.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223037.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223039.1" 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000223040.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223042.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223044.1" 0 0 0 0 0 0 0 0 1 0 0 1 0 0
"ENSG00000223046.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223047.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223056.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223060.1" 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000223062.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223064.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223075.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223076.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223078.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223080.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223086.1" 0 0 0 0 0 0 0 1 0 1 0 0 0 0
"ENSG00000223087.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223088.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223092.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223096.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223107.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223109.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223113.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223117.1" 0 3 2 0 0 1 18 26 7 9 17 17 10 11
"ENSG00000223118.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223120.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223125.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223126.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223128.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223131.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223136.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223138.1" 0 0 0 0 0 0 0 1 1 0 1 0 0 0
"ENSG00000223142.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223145.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223152.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223156.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000223158.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223162.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223168.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223169.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223174.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223175.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223177.1" 0 0 0 0 0 0 0 0 1 1 0 0 0 0
"ENSG00000223179.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223181.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223188.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223189.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223190.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223191.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223197.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223198.1" 0 0 0 0 0 0 0 1 0 0 0 2 0 0
"ENSG00000223202.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223203.1" 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000223212.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223215.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223217.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223220.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223223.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223224.1" 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000223225.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223229.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223238.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223245.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223247.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223254.1" 0 0 0 0 0 0 0 1 0 0 1 0 0 2
"ENSG00000223258.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223259.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223260.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223262.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223263.1" 0 0 0 0 0 0 1 1 0 1 0 0 0 0
"ENSG00000223265.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223269.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223271.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223273.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223274.6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223280.1" 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000223281.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223282.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223284.1" 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000223287.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223290.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223293.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223294.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223298.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223299.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223300.1" 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000223302.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223305.1" 0 0 0 0 0 0 0 0 0 1 0 2 3 4
"ENSG00000223306.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223308.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223309.1" 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"ENSG00000223313.1" 0 0 0 0 0 0 1 0 0 0 0 0 0 1
"ENSG00000223315.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223318.1" 0 0 0 0 2 0 0 0 0 0 0 1 0 0
"ENSG00000223321.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223324.1" 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000223327.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223330.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223335.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223336.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223341.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223342.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223343.1" 0 1 10 4 1 7 13 16 9 8 15 7 3 18
"ENSG00000223344.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223345.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223349.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223350.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223351.5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223353.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223356.1" 0 4 0 2 3 2 1 4 4 3 1 2 1 1
"ENSG00000223358.5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223360.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223361.5" 0 0 0 0 0 0 0 1 1 1 1 0 0 2
"ENSG00000223362.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223368.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223373.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223374.1" 0 0 0 0 0 0 11 14 6 6 4 5 3 7
"ENSG00000223375.1" 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000223377.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223379.1" 0 0 0 0 0 0 0 2 0 1 2 0 0 0
"ENSG00000223381.2" 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000223382.5" 0 1 5 4 0 0 0 2 2 1 0 1 2 2
"ENSG00000223383.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223387.6" 3 6 20 46 31 51 50 86 60 75 49 53 125 104
"ENSG00000223389.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223390.1" 0 3 0 2 0 7 1 0 0 0 0 0 0 0
"ENSG00000223391.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223392.1" 2 2 13 1 0 1 4 10 5 3 11 2 4 0
"ENSG00000223393.2" 2 17 16 10 2 7 14 25 8 0 14 20 10 5
"ENSG00000223394.2" 0 0 0 1 0 0 4 0 1 0 1 0 3 1
"ENSG00000223395.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223396.4" 12 36 86 93 50 79 78 62 24 31 56 59 14 14
"ENSG00000223398.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223400.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223402.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223403.6" 1 1 0 6 7 8 6 7 239 215 5 3 283 316
"ENSG00000223404.3" 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000223407.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223409.1" 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000223410.1" 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000223416.3" 0 0 0 0 0 0 0 1 1 0 0 3 1 0
"ENSG00000223417.8" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000223418.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223419.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223421.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223422.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223427.1" 0 0 0 0 0 0 2 1 0 1 0 0 0 0
"ENSG00000223428.1" 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000223429.1" 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000223430.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223431.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223432.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223433.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223436.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223437.1" 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000223438.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223440.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223442.1" 0 0 0 0 0 0 0 1 0 0 1 1 0 1
"ENSG00000223443.2" 0 0 0 0 0 0 2 5 1 2 2 3 0 1
"ENSG00000223445.1" 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223446.2" 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000223450.1" 0 0 0 0 0 0 1 0 0 1 0 0 0 0
"ENSG00000223452.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223455.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223457.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223458.2" 0 0 0 0 0 0 0 0 0 0 0 0 1 1
"ENSG00000223459.6" 18 13 78 41 6 43 195 235 77 52 201 164 23 42
"ENSG00000223460.1" 0 1 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000223461.1" 1 0 0 0 0 0 3 0 4 0 1 0 2 3
"ENSG00000223462.2" 0 0 0 0 0 0 0 3 0 0 2 1 0 1
"ENSG00000223466.2" 0 1 0 1 2 0 0 1 0 2 1 0 0 2
"ENSG00000223467.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223469.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223470.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223475.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223476.1" 0 1 1 1 0 2 3 1 1 0 2 2 1 1
"ENSG00000223478.1" 25 74 111 21 24 20 109 159 22 20 106 99 11 9
"ENSG00000223479.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000223482.8" 146 162 393 208 134 201 589 731 275 313 532 436 178 190
"ENSG00000223484.7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223485.4" 4 5 14 6 4 15 2 4 1 0 0 1 13 7
"ENSG00000223486.1" 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"ENSG00000223487.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223488.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223489.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223490.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223492.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223495.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223496.3" 298 604 1129 420 277 492 1229 1546 317 366 1147 889 343 405
"ENSG00000223497.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223498.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223500.1" 0 0 0 0 0 0 3 1 0 1 0 1 1 0
"ENSG00000223501.9" 651 1403 3300 1422 729 1455 1650 2117 577 581 1569 1285 529 562
"ENSG00000223502.1" 0 0 0 2 1 0 0 0 0 3 2 1 0 1
"ENSG00000223503.1" 0 0 0 0 0 0 1 0 1 1 0 0 2 2
"ENSG00000223504.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223505.2" 0 0 0 0 0 0 1 1 2 1 0 1 1 1
"ENSG00000223506.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223508.5" 7 13 37 15 5 12 31 55 19 14 25 29 18 12
"ENSG00000223509.8" 6 3 33 21 23 23 75 111 51 59 78 61 35 27
"ENSG00000223510.6" 0 0 0 0 0 0 8 7 6 4 1 8 3 3
"ENSG00000223511.7" 0 1 1 1 0 0 0 2 4 2 4 1 6 12
"ENSG00000223513.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223514.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223516.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223517.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223518.5" 1 2 6 5 1 7 4 14 7 2 9 7 7 14
"ENSG00000223519.8" 0 0 0 0 0 0 0 2 0 2 2 3 0 0
"ENSG00000223522.2" 0 1 0 0 1 0 17 20 9 11 15 11 15 18
"ENSG00000223523.1" 0 0 0 1 0 0 0 0 0 0 0 0 1 1
"ENSG00000223525.1" 4 2 5 1 3 1 125 145 57 54 121 77 57 89
"ENSG00000223528.7" 0 0 0 0 0 0 4 1 0 2 1 0 0 0
"ENSG00000223529.1" 0 3 7 0 1 0 3 2 0 0 1 1 1 1
"ENSG00000223530.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223534.1" 0 0 0 0 0 0 18 17 13 8 17 8 0 1
"ENSG00000223536.6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223537.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223538.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223539.4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223540.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223542.1" 0 0 1 0 0 0 0 1 0 0 1 0 1 0
"ENSG00000223543.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223544.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223546.7" 35 36 136 91 62 89 845 1031 423 399 735 545 465 468
"ENSG00000223547.10" 4 1 6 9 3 2 24 37 15 14 19 21 13 11
"ENSG00000223548.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223549.1" 0 0 0 0 0 0 4 2 1 2 4 1 1 0
"ENSG00000223550.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223551.1" 452 577 1129 378 313 542 345 433 80 91 379 354 214 161
"ENSG00000223552.1" 0 0 1 3 1 2 0 0 1 1 1 4 4 1
"ENSG00000223553.6" 0 0 1 1 0 0 1 1 1 8 1 0 3 0
"ENSG00000223554.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223555.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223558.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223559.1" 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000223561.7" 0 0 2 2 0 2 0 2 0 0 2 0 1 0
"ENSG00000223563.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223564.1" 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000223565.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223566.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223568.1" 0 0 3 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000223569.6" 0 1 0 0 0 0 1 0 1 1 0 0 0 0
"ENSG00000223570.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000223571.6" 0 0 0 0 2 0 0 1 0 0 0 0 1 0
"ENSG00000223572.9" 0 5 5 0 0 0 26 26 1 0 8 20 1 0
"ENSG00000223573.7" 1 2 6 11 5 8 28 33 15 15 17 21 14 11
"ENSG00000223574.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223575.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223576.2" 0 0 0 0 0 0 0 0 0 1 1 0 1 0
"ENSG00000223581.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223583.1" 0 0 0 0 0 0 0 3 1 0 0 1 1 0
"ENSG00000223584.1" 0 0 0 0 0 0 0 0 0 0 0 0 2 1
"ENSG00000223586.6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223587.2" 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000223589.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223592.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223593.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223595.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223597.3" 0 0 0 0 0 0 7 2 1 2 9 6 6 6
"ENSG00000223598.1" 0 0 0 0 0 0 0 1 1 0 0 0 0 1
"ENSG00000223599.1" 2 0 10 3 1 1 6 13 2 4 4 1 12 23
"ENSG00000223600.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223601.2" 0 0 0 1 0 0 0 0 0 0 0 0 1 0
"ENSG00000223602.2" 0 0 0 0 0 0 1 0 2 0 0 0 0 1
"ENSG00000223603.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223604.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223605.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223608.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223609.11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223611.5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223612.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223614.5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223615.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223617.2" 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000223619.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223620.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223621.1" 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000223622.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223623.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223624.1" 0 0 0 0 0 0 0 2 0 0 1 0 0 0
"ENSG00000223625.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223626.1" 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000223628.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223629.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000223631.2" 0 0 0 0 0 0 0 0 1 0 0 0 0 0
