mock1_13	mock2_14	wt1_15	wt2_16	CoV_A549_mock3	CoV_A549_mock2	CoV_A549_mock1	CoV_A549_SARSCoV2_3	CoV_A549_SARSCoV2_2	CoV_A549_SARSCoV2_1
L1FLnI_7p21.3s	0	0	0	0	0	0	0	0	0	0
L1FLnI_7p21.3sa	0	0	0	0	0	0	0	0	0	0
L1FLnI_7p21.3t	0	0	0	0	0	0	0	0	0	0
L1FLnI_7p21.3ta	0	0	0	0	0	0	0	0	0	0
L1FLnI_7p21.3u	0	0	0	0	0	0	0	0	0	0
L1FLnI_7p21.3ua	0	0	0	0	0	0	0	0	0	0
L1FLnI_7p21.3v	0	0	0	0	0	0	0	0	0	0
L1FLnI_7p21.3va	0	0	0	0	0	0	0	0	1	0
L1FLnI_7p21.3w	0	0	1	0	0	0	0	0	0	0
L1FLnI_7p21.3x	0	0	0	0	0	0	0	0	0	0
L1FLnI_7p21.3y	0	0	0	0	0	0	0	0	0	0
L1FLnI_7p22.1a	0	0	0	0	0	0	0	0	0	0
L1FLnI_7p22.1b	0	0	0	0	0	0	0	0	0	0
L1FLnI_7p22.1c	0	0	1	0	0	0	0	0	0	0
L1FLnI_7p22.1e	0	0	0	0	0	0	0	0	0	0
L1FLnI_7p22.1f	0	0	0	1	1	4	1	3	2	0
L1FLnI_7p22.2	0	0	0	0	0	0	0	0	0	1
L1FLnI_7p22.3	0	0	0	0	0	2	2	0	4	0
L1FLnI_7q11.1a	0	0	0	1	0	0	0	0	0	0
L1FLnI_7q11.1c	0	0	1	1	0	0	0	0	0	0
L1FLnI_7q11.1d	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21a	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21b	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21d	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21e	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21f	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21g	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21h	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21i	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21j	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21k	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21l	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21m	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21o	0	0	0	0	0	0	0	0	0	1
L1FLnI_7q11.21p	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21q	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21r	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21t	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.21u	0	0	0	0	0	0	1	0	0	0
L1FLnI_7q11.21v	3	10	8	2	28	21	29	32	38	90
L1FLnI_7q11.22a	0	0	0	0	0	0	0	0	1	2
L1FLnI_7q11.22b	0	0	0	0	0	0	0	0	0	1
L1FLnI_7q11.22c	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.23a	0	2	1	4	2	2	6	2	2	5
L1FLnI_7q11.23b	1	0	0	0	0	2	0	0	0	2
L1FLnI_7q11.23c	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q11.23d	2	3	0	1	7	9	5	3	11	16
L1FLnI_7q11.23e	0	0	0	0	0	0	0	1	0	0
L1FLnI_7q21.11a	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11aa	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11b	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11ba	0	1	0	0	0	0	0	0	4	1
L1FLnI_7q21.11c	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11ca	0	0	0	0	0	0	0	0	1	2
L1FLnI_7q21.11d	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11da	0	0	0	0	0	0	0	1	0	2
L1FLnI_7q21.11ea	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11f	0	0	0	0	0	0	0	0	1	0
L1FLnI_7q21.11fa	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11g	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11ha	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11k	0	0	0	0	0	0	0	1	0	0
L1FLnI_7q21.11l	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11la	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q21.11m	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11ma	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11n	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11oa	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11q	0	1	0	0	0	0	0	0	0	0
L1FLnI_7q21.11r	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11s	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11sa	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11t	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11ta	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11u	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11ua	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11v	0	0	1	0	0	0	0	0	0	4
L1FLnI_7q21.11va	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11wa	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.11x	0	0	2	0	0	0	0	0	0	0
L1FLnI_7q21.11y	1	2	0	0	4	0	3	0	6	1
L1FLnI_7q21.11z	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.12a	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.12b	0	0	0	0	1	0	0	0	0	0
L1FLnI_7q21.12c	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q21.12d	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.12f	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q21.12g	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13aa	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13b	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13ba	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13ca	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13e	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13f	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q21.13g	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13l	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13p	1	1	1	1	9	13	10	17	27	30
L1FLnI_7q21.13q	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13r	0	0	0	0	0	0	1	0	0	0
L1FLnI_7q21.13s	0	0	1	0	0	0	1	0	0	0
L1FLnI_7q21.13t	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13u	0	0	0	0	0	0	0	0	1	0
L1FLnI_7q21.13v	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13x	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13y	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.13z	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.2a	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.2b	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.2c	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.2d	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.2f	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.2h	0	1	2	0	3	2	2	2	1	2
L1FLnI_7q21.2i	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.2j	0	2	6	1	4	2	2	3	6	3
L1FLnI_7q21.2k	0	0	3	1	1	1	1	2	6	6
L1FLnI_7q21.2l	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.2m	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.2n	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.2o	5	10	23	3	14	14	17	16	36	30
L1FLnI_7q21.2p	0	0	0	0	0	0	0	0	0	1
L1FLnI_7q21.3a	1	3	1	0	16	11	5	15	10	23
L1FLnI_7q21.3aa	0	0	2	0	0	0	0	0	0	0
L1FLnI_7q21.3b	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.3c	0	0	1	0	0	1	0	0	0	0
L1FLnI_7q21.3d	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.3e	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.3f	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q21.3g	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.3h	0	0	2	0	1	0	0	0	0	2
L1FLnI_7q21.3i	0	0	1	0	0	0	1	2	3	3
L1FLnI_7q21.3j	4	8	11	3	27	41	16	17	30	42
L1FLnI_7q21.3k	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.3l	0	0	0	0	0	0	1	1	1	3
L1FLnI_7q21.3m	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.3n	0	0	0	0	0	0	1	0	0	0
L1FLnI_7q21.3o	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.3p	0	1	7	1	1	3	5	0	2	0
L1FLnI_7q21.3r	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q21.3s	0	0	0	0	0	0	0	0	1	0
L1FLnI_7q21.3t	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q21.3u	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.3v	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.3w	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.3x	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.3y	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q21.3z	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q22.1a	7	19	28	3	46	43	43	49	56	89
L1FLnI_7q22.1b	0	0	0	1	0	0	0	0	0	0
L1FLnI_7q22.1d	0	0	2	0	0	0	0	0	0	0
L1FLnI_7q22.1e	0	0	5	0	1	0	3	7	0	8
L1FLnI_7q22.1f	1	0	3	0	1	0	1	1	1	5
L1FLnI_7q22.1g	1	0	0	0	1	0	1	0	1	0
L1FLnI_7q22.1h	2	0	0	0	0	0	0	0	4	11
L1FLnI_7q22.1j	0	2	0	0	2	4	1	1	2	8
L1FLnI_7q22.1k	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q22.1l	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q22.1m	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q22.2a	12	26	0	0	47	41	50	29	16	26
L1FLnI_7q22.2b	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q22.2d	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q22.2e	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q22.2f	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q22.2g	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q22.3a	0	0	0	0	0	0	2	0	0	0
L1FLnI_7q22.3b	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q22.3c	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q22.3d	0	0	0	0	0	0	0	0	0	2
L1FLnI_7q22.3e	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q22.3f	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q22.3g	0	0	0	0	1	1	0	0	1	2
L1FLnI_7q22.3h	0	0	0	0	0	0	1	0	0	3
L1FLnI_7q31.1a	0	0	2	2	1	1	0	1	4	1
L1FLnI_7q31.1aa	0	0	0	0	2	0	0	2	5	2
L1FLnI_7q31.1b	0	0	1	0	2	0	0	2	0	12
L1FLnI_7q31.1ba	0	1	0	0	0	0	0	0	0	0
L1FLnI_7q31.1c	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1ca	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1d	0	0	0	1	0	0	0	0	0	0
L1FLnI_7q31.1da	0	0	1	0	0	0	0	0	2	0
L1FLnI_7q31.1e	0	0	0	0	0	0	0	0	0	1
L1FLnI_7q31.1g	0	0	3	0	0	0	0	1	1	0
L1FLnI_7q31.1ga	1	3	3	1	15	16	10	14	13	23
L1FLnI_7q31.1ha	0	0	2	0	0	0	0	0	0	0
L1FLnI_7q31.1j	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1ja	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1ka	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1l	0	0	0	0	0	1	0	0	0	0
L1FLnI_7q31.1la	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1m	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1na	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1o	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1oa	0	0	3	0	0	0	0	0	0	0
L1FLnI_7q31.1p	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1q	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1r	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1ra	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1s	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1sa	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1u	1	1	8	0	0	0	2	0	0	3
L1FLnI_7q31.1v	0	0	1	0	0	0	1	0	0	0
L1FLnI_7q31.1va	0	0	0	0	0	0	0	2	0	0
L1FLnI_7q31.1wa	0	0	0	0	4	0	0	2	4	2
L1FLnI_7q31.1x	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.1y	10	24	36	4	67	42	31	114	113	228
L1FLnI_7q31.1z	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.2a	0	0	2	0	2	2	0	0	2	3
L1FLnI_7q31.2c	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.2d	0	0	1	0	0	0	1	0	0	0
L1FLnI_7q31.2f	0	0	0	0	0	0	0	0	0	1
L1FLnI_7q31.2g	0	0	2	0	0	0	0	0	0	1
L1FLnI_7q31.2j	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.2k	0	1	1	1	3	3	1	6	3	4
L1FLnI_7q31.2l	5	9	2	2	15	16	21	20	21	29
L1FLnI_7q31.2n	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.31b	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.31f	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.31g	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.31h	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.31i	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.31j	0	0	0	0	0	0	0	0	0	1
L1FLnI_7q31.31k	0	0	0	0	0	0	0	0	1	0
L1FLnI_7q31.31l	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.31m	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.31p	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.31q	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q31.31r	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.32a	0	0	3	1	0	0	0	0	0	0
L1FLnI_7q31.32b	0	0	0	0	0	0	0	1	0	0
L1FLnI_7q31.32c	0	0	0	0	0	0	0	0	2	0
L1FLnI_7q31.32d	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.32e	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q31.32g	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.32h	0	0	1	1	0	0	1	0	0	4
L1FLnI_7q31.32i	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.32k	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.32m	0	0	0	0	0	0	0	0	2	0
L1FLnI_7q31.32n	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.32o	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.33a	0	1	1	0	0	0	0	0	0	0
L1FLnI_7q31.33d	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.33h	0	0	1	1	0	0	2	2	2	2
L1FLnI_7q31.33i	0	0	0	0	0	2	1	0	2	0
L1FLnI_7q31.33j	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.33k	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.33m	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.33n	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.33o	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.33p	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.33q	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.33r	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q31.33t	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q31.33u	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q32.1	3	3	7	0	10	12	18	15	18	38
L1FLnI_7q32.2a	0	1	0	0	0	0	0	0	0	0
L1FLnI_7q32.2b	0	0	0	0	1	0	1	0	1	0
L1FLnI_7q32.2c	0	1	1	0	3	4	3	1	4	7
L1FLnI_7q32.3a	14	26	12	5	40	32	41	83	113	166
L1FLnI_7q32.3c	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q33a	0	0	0	0	0	0	0	2	0	3
L1FLnI_7q33b	10	50	68	5	114	88	99	135	125	205
L1FLnI_7q33c	2	7	19	3	28	30	34	32	22	55
L1FLnI_7q33e	0	0	1	1	0	1	0	2	1	0
L1FLnI_7q33f	0	1	0	0	0	0	0	1	1	0
L1FLnI_7q33g	1	0	0	0	0	0	0	0	1	2
L1FLnI_7q33h	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q33i	1	4	12	3	7	2	14	15	27	29
L1FLnI_7q33j	0	0	1	0	0	0	0	0	1	1
L1FLnI_7q33k	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q33l	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q33m	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q33n	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q33o	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q33p	0	0	0	0	0	0	0	0	1	0
L1FLnI_7q33r	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q33s	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q33t	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q33u	0	0	0	0	0	0	1	0	1	0
L1FLnI_7q34a	4	6	17	3	14	21	22	20	14	44
L1FLnI_7q34b	0	0	1	0	0	1	0	0	2	0
L1FLnI_7q34c	0	1	1	0	2	1	5	6	8	9
L1FLnI_7q34d	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q34e	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q34f	2	1	3	3	7	7	10	23	28	35
L1FLnI_7q34g	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q34h	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q34i	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q34j	0	0	1	0	0	0	0	0	1	0
L1FLnI_7q34k	0	0	0	0	1	1	1	0	1	1
L1FLnI_7q35a	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q35d	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q35e	0	0	2	0	0	0	0	0	0	0
L1FLnI_7q35f	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q35g	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q35k	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q35l	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q35m	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q35n	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q35o	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q35q	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q35r	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q35s	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.1a	0	0	1	1	1	5	1	5	4	7
L1FLnI_7q36.1b	0	0	4	0	0	0	0	0	0	0
L1FLnI_7q36.1d	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.1e	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.1g	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.1h	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.1i	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.1j	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.1k	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.1l	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.1m	0	0	1	0	0	0	0	0	0	1
L1FLnI_7q36.1n	0	1	0	0	0	0	0	0	0	0
L1FLnI_7q36.1o	1	0	3	0	0	1	0	2	5	2
L1FLnI_7q36.2a	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.2b	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.2c	0	0	1	0	0	0	0	0	0	0
L1FLnI_7q36.2e	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.2f	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.2g	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.3a	0	0	0	0	0	0	0	0	1	0
L1FLnI_7q36.3d	1	0	1	0	0	0	0	0	0	0
L1FLnI_7q36.3e	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.3f	0	0	0	0	0	0	0	0	0	0
L1FLnI_7q36.3g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.1a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.1b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.1c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.1d	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.1e	0	0	0	1	0	0	0	0	0	0
L1FLnI_8p11.1f	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.1g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.1h	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.1i	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.21a	0	0	0	0	0	0	0	0	1	0
L1FLnI_8p11.21b	1	0	5	1	2	2	2	2	11	16
L1FLnI_8p11.21c	0	0	0	0	0	0	0	0	0	1
L1FLnI_8p11.21d	0	0	0	0	1	0	0	0	1	0
L1FLnI_8p11.21e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.21i	0	0	0	0	0	1	0	0	0	0
L1FLnI_8p11.21j	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.21k	12	10	6	5	44	39	39	58	51	82
L1FLnI_8p11.22a	0	0	1	0	1	0	0	0	0	0
L1FLnI_8p11.22b	0	1	0	0	0	1	0	1	0	0
L1FLnI_8p11.22d	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.22e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.23a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p11.23b	0	0	0	1	0	0	0	0	0	0
L1FLnI_8p11.23c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12a	0	0	2	1	0	0	1	0	3	0
L1FLnI_8p12aa	0	0	0	0	0	0	0	0	1	0
L1FLnI_8p12b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12ca	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12d	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12da	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12e	0	0	0	0	0	0	0	1	0	0
L1FLnI_8p12ea	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12f	0	0	0	1	0	0	1	0	3	4
L1FLnI_8p12fa	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12ga	0	0	0	0	0	0	0	0	0	2
L1FLnI_8p12ia	0	0	0	0	0	0	0	0	0	1
L1FLnI_8p12j	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12ja	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12k	0	1	0	0	0	1	1	3	3	3
L1FLnI_8p12ka	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12la	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12m	1	0	2	0	4	3	2	6	3	9
L1FLnI_8p12ma	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12n	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12na	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12o	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12p	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12q	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12t	0	0	0	0	0	3	0	1	0	0
L1FLnI_8p12u	3	10	4	3	51	43	35	66	41	63
L1FLnI_8p12v	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12w	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12x	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12y	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p12z	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p21.1	0	1	0	1	1	0	0	1	1	5
L1FLnI_8p21.2a	0	1	0	0	2	1	2	3	0	4
L1FLnI_8p21.2b	0	0	0	0	0	0	0	1	0	3
L1FLnI_8p21.2c	0	0	0	0	0	0	0	0	2	0
L1FLnI_8p21.2e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p21.2f	0	0	0	0	0	0	0	0	1	0
L1FLnI_8p21.2g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p21.2h	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p21.2i	0	0	1	0	0	3	0	0	0	0
L1FLnI_8p21.2j	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p21.2l	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p21.2m	0	1	0	0	7	2	1	3	10	5
L1FLnI_8p21.2n	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p21.2p	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p21.3b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p21.3c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p21.3d	0	0	1	0	0	0	0	0	0	0
L1FLnI_8p21.3e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p21.3f	0	0	0	1	0	0	0	0	0	0
L1FLnI_8p21.3g	0	0	0	0	0	0	1	0	5	6
L1FLnI_8p21.3h	0	0	0	0	0	0	0	0	1	0
L1FLnI_8p21.3i	0	0	0	1	0	0	1	6	13	4
L1FLnI_8p22b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p22c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p22d	0	0	0	0	0	0	1	0	0	0
L1FLnI_8p22e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p22f	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p22h	0	0	0	0	0	0	1	0	2	0
L1FLnI_8p22i	0	0	0	0	0	0	0	0	0	1
L1FLnI_8p22k	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p22l	0	0	0	0	0	0	0	0	0	0
