mock1_13	mock2_14	wt1_15	wt2_16	CoV_A549_mock3	CoV_A549_mock2	CoV_A549_mock1	CoV_A549_SARSCoV2_3	CoV_A549_SARSCoV2_2	CoV_A549_SARSCoV2_1
L1FLnI_8p22m	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p22n	1	0	0	0	3	3	2	1	5	6
L1FLnI_8p22o	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p22p	0	0	0	0	0	0	0	0	1	0
L1FLnI_8p23.1a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.1b	0	0	0	0	0	0	0	1	0	0
L1FLnI_8p23.1c	0	0	2	0	0	0	2	1	0	2
L1FLnI_8p23.1d	0	0	0	0	0	0	0	0	1	0
L1FLnI_8p23.1e	0	0	0	0	0	0	0	1	0	0
L1FLnI_8p23.1f	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.1g	0	0	0	0	1	0	0	0	1	0
L1FLnI_8p23.1h	37	64	115	39	229	191	137	76	94	164
L1FLnI_8p23.2a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.2b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.2c	0	0	1	0	0	0	0	0	0	0
L1FLnI_8p23.2d	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.2f	0	0	0	0	0	0	0	1	0	0
L1FLnI_8p23.2g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.2h	0	0	0	1	0	0	0	0	0	0
L1FLnI_8p23.2i	0	0	0	0	0	1	0	0	0	0
L1FLnI_8p23.2j	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.2m	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.2n	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.2p	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.2q	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.2r	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.3a	0	0	1	0	0	0	0	0	0	0
L1FLnI_8p23.3b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.3c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.3d	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.3e	0	0	1	0	0	0	0	0	0	0
L1FLnI_8p23.3g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8p23.3h	0	0	2	0	0	0	0	0	0	0
L1FLnI_8q11.1a	0	0	0	1	0	0	0	0	0	2
L1FLnI_8q11.1b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.1c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.1d	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.1e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.1f	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.1g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.1h	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.1i	0	0	0	0	0	0	0	0	1	0
L1FLnI_8q11.1j	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.1k	0	0	1	0	12	17	13	14	12	34
L1FLnI_8q11.21a	0	0	0	0	0	1	1	1	1	0
L1FLnI_8q11.21aa	0	0	0	0	0	0	0	0	0	1
L1FLnI_8q11.21b	1	2	3	0	1	1	5	5	4	10
L1FLnI_8q11.21c	0	1	0	0	3	1	4	2	1	3
L1FLnI_8q11.21d	0	3	4	2	3	7	4	8	8	11
L1FLnI_8q11.21e	0	0	0	0	3	1	1	1	2	0
L1FLnI_8q11.21f	2	7	17	1	6	12	14	9	16	27
L1FLnI_8q11.21g	1	6	4	1	6	3	6	13	11	11
L1FLnI_8q11.21h	1	0	0	0	1	0	0	1	6	2
L1FLnI_8q11.21i	0	0	0	0	0	0	0	0	0	1
L1FLnI_8q11.21j	0	0	0	0	1	0	0	0	0	0
L1FLnI_8q11.21k	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.21l	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.21m	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.21n	0	0	2	0	1	0	0	0	0	0
L1FLnI_8q11.21o	0	0	0	0	0	0	0	0	1	0
L1FLnI_8q11.21p	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.21q	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.21r	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.21t	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.21u	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.21v	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.21w	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q11.21y	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q11.21z	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.22a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.22d	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.23a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.23b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.23c	0	0	0	0	0	0	0	0	0	2
L1FLnI_8q11.23d	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.23e	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q11.23f	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.23g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.23h	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.23i	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q11.23k	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.23l	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q11.23m	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.23n	0	0	0	3	2	2	1	0	2	0
L1FLnI_8q11.23o	0	1	5	4	2	5	5	7	8	9
L1FLnI_8q11.23p	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q11.23r	0	0	0	0	0	0	0	0	1	2
L1FLnI_8q12.1a	0	0	0	0	0	1	0	0	0	0
L1FLnI_8q12.1aa	0	1	0	0	0	0	0	0	0	0
L1FLnI_8q12.1ba	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q12.1ca	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1d	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1da	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1ea	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1f	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1fa	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1ga	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1h	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1ha	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1i	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1ia	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1j	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1ja	0	0	2	0	0	0	0	0	0	0
L1FLnI_8q12.1k	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1ka	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1l	0	0	0	0	0	0	0	0	1	0
L1FLnI_8q12.1la	0	1	1	0	1	0	0	0	1	0
L1FLnI_8q12.1m	0	0	1	0	0	0	0	2	0	2
L1FLnI_8q12.1ma	0	0	1	0	0	0	1	0	1	0
L1FLnI_8q12.1n	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1na	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1o	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1p	0	1	0	0	0	0	0	0	0	0
L1FLnI_8q12.1q	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q12.1r	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1s	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q12.1v	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q12.1x	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1y	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.1z	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.2a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.2b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.2c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.2e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.2f	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3a	0	0	1	0	0	0	0	0	0	1
L1FLnI_8q12.3aa	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3b	0	0	0	0	0	0	0	1	0	2
L1FLnI_8q12.3ba	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3c	0	0	1	0	0	0	1	0	0	0
L1FLnI_8q12.3ca	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3d	5	12	6	1	11	12	19	11	17	10
L1FLnI_8q12.3da	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3e	0	0	0	1	0	0	0	0	1	0
L1FLnI_8q12.3ea	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3f	0	1	3	1	4	4	3	6	4	9
L1FLnI_8q12.3g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3h	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q12.3i	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3l	0	0	0	0	0	0	0	0	3	1
L1FLnI_8q12.3o	0	1	1	0	1	0	3	3	6	6
L1FLnI_8q12.3p	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3q	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3s	0	0	0	0	0	0	2	0	0	0
L1FLnI_8q12.3t	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3v	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3w	0	0	0	0	0	0	0	0	0	1
L1FLnI_8q12.3x	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q12.3y	0	0	0	0	0	0	0	0	1	0
L1FLnI_8q13.1a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.1b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.1c	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q13.1e	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q13.1f	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.1g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.1h	0	1	0	0	2	2	0	2	1	3
L1FLnI_8q13.2a	0	0	0	0	1	0	0	0	0	0
L1FLnI_8q13.2c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.2e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.2g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.2h	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.2i	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.2j	0	0	0	0	0	0	0	0	1	1
L1FLnI_8q13.2l	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.2n	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.2o	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.2p	0	1	0	0	0	2	2	1	0	0
L1FLnI_8q13.3a	0	0	0	0	1	0	0	0	0	0
L1FLnI_8q13.3c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.3d	0	0	0	0	0	1	1	0	2	2
L1FLnI_8q13.3e	1	2	3	1	2	16	8	7	9	24
L1FLnI_8q13.3f	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.3g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.3h	0	0	0	0	0	0	1	0	1	0
L1FLnI_8q13.3j	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.3k	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.3l	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.3m	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q13.3o	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.3p	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q13.3q	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.3s	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.3t	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q13.3u	0	0	0	0	0	1	0	0	0	0
L1FLnI_8q13.3v	0	1	0	0	0	0	0	0	0	0
L1FLnI_8q13.3w	0	0	0	1	0	1	0	0	0	0
L1FLnI_8q13.3x	0	0	0	0	0	0	0	1	1	4
L1FLnI_8q21.11c	0	1	0	1	0	0	6	1	5	5
L1FLnI_8q21.11d	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.11e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.11g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.11h	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.11j	0	0	0	0	1	2	0	0	0	1
L1FLnI_8q21.11l	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.11m	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.11n	4	10	12	0	8	17	12	13	10	17
L1FLnI_8q21.11o	1	0	0	0	0	0	0	0	0	1
L1FLnI_8q21.11p	0	0	0	0	0	1	1	0	0	0
L1FLnI_8q21.11q	0	0	0	0	0	0	1	1	2	0
L1FLnI_8q21.11r	0	0	0	1	0	0	0	0	0	0
L1FLnI_8q21.11s	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.11t	0	0	1	0	1	3	2	0	0	2
L1FLnI_8q21.11u	1	0	2	0	1	1	1	3	0	1
L1FLnI_8q21.11v	0	0	0	0	0	0	0	0	0	4
L1FLnI_8q21.11w	302	447	346	129	1547	1352	1168	1744	2121	3194
L1FLnI_8q21.13a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13aa	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13ab	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13ba	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13bb	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q21.13c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13cb	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13d	1	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13da	0	1	1	0	2	0	2	0	3	0
L1FLnI_8q21.13e	0	0	0	0	1	0	0	0	0	1
L1FLnI_8q21.13ea	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13f	2	2	1	1	5	3	7	8	9	6
L1FLnI_8q21.13fa	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13ga	0	0	0	0	0	1	0	0	0	0
L1FLnI_8q21.13h	4	14	4	2	8	4	6	4	11	15
L1FLnI_8q21.13ha	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13i	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13ia	0	0	1	0	1	0	1	0	7	2
L1FLnI_8q21.13j	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13ja	18	70	88	25	146	130	98	78	92	196
L1FLnI_8q21.13k	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13l	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13la	0	0	2	0	1	0	0	0	0	0
L1FLnI_8q21.13m	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13ma	1	0	0	1	2	0	2	1	4	6
L1FLnI_8q21.13n	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q21.13na	0	3	0	0	5	5	6	7	7	5
L1FLnI_8q21.13o	0	0	1	0	0	0	2	0	0	0
L1FLnI_8q21.13oa	0	0	0	0	0	0	1	4	1	1
L1FLnI_8q21.13p	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q21.13q	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13qa	0	0	0	0	0	0	1	0	0	0
L1FLnI_8q21.13r	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13ra	0	0	0	0	0	0	0	0	0	3
L1FLnI_8q21.13sa	0	0	0	0	0	0	0	0	0	3
L1FLnI_8q21.13t	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13ta	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13x	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13xa	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.13y	0	0	0	0	0	0	0	0	2	0
L1FLnI_8q21.13z	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2d	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2f	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2h	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2i	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2j	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2k	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2m	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2n	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2o	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2p	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.2q	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3aa	7	9	5	0	4	6	14	12	17	28
L1FLnI_8q21.3b	0	0	0	1	0	0	0	0	0	0
L1FLnI_8q21.3ba	1	0	0	0	2	1	1	1	14	6
L1FLnI_8q21.3c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3ca	20	35	22	12	50	51	48	58	78	182
L1FLnI_8q21.3da	7	5	23	0	62	48	28	43	45	111
L1FLnI_8q21.3e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3ea	0	0	1	0	0	0	1	0	0	0
L1FLnI_8q21.3f	0	0	0	0	0	1	0	0	0	0
L1FLnI_8q21.3fa	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3g	0	0	0	0	1	0	0	0	0	0
L1FLnI_8q21.3ga	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3h	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3ha	0	0	0	0	0	1	0	0	0	0
L1FLnI_8q21.3ia	0	0	0	0	1	0	0	0	0	0
L1FLnI_8q21.3j	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3ja	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3k	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3l	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3la	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3m	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3ma	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3o	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3oa	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3p	1	0	1	0	0	4	2	1	9	5
L1FLnI_8q21.3pa	0	0	0	0	0	0	0	1	0	0
L1FLnI_8q21.3q	0	0	1	0	0	0	0	0	1	1
L1FLnI_8q21.3qa	0	0	0	1	0	0	0	0	0	0
L1FLnI_8q21.3r	0	0	4	0	0	0	0	1	4	0
L1FLnI_8q21.3ra	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3sa	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3t	0	0	0	1	0	0	0	0	0	1
L1FLnI_8q21.3ta	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3u	0	0	0	0	1	2	1	1	1	0
L1FLnI_8q21.3ua	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3v	0	0	0	0	3	0	1	0	2	4
L1FLnI_8q21.3va	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3x	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q21.3z	0	0	0	0	0	0	0	0	1	6
L1FLnI_8q22.1a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1aa	1	0	3	0	3	7	5	20	15	51
L1FLnI_8q22.1b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1ba	0	0	0	0	0	0	0	0	0	2
L1FLnI_8q22.1c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1da	0	0	0	0	0	0	0	1	1	0
L1FLnI_8q22.1e	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1f	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1fa	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1g	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1ga	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1h	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1ha	0	0	2	0	0	0	0	0	0	0
L1FLnI_8q22.1i	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1ja	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1k	1	2	0	1	5	3	4	15	8	28
L1FLnI_8q22.1ka	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1l	0	0	0	1	0	0	0	0	1	2
L1FLnI_8q22.1la	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1m	0	0	0	0	1	0	0	0	0	0
L1FLnI_8q22.1ma	0	0	0	0	1	0	0	2	0	0
L1FLnI_8q22.1n	17	34	32	6	84	71	72	31	53	80
L1FLnI_8q22.1o	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1p	0	2	4	0	0	0	0	0	0	1
L1FLnI_8q22.1q	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q22.1r	0	0	0	0	0	0	0	0	0	1
L1FLnI_8q22.1s	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1t	0	0	0	0	0	0	0	1	0	0
L1FLnI_8q22.1v	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1w	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1x	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.1y	0	0	0	0	0	0	0	0	1	0
L1FLnI_8q22.1z	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.2a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.2b	0	0	0	0	1	0	1	0	1	2
L1FLnI_8q22.2c	0	0	0	0	0	1	0	0	0	0
L1FLnI_8q22.2e	0	0	0	0	0	2	0	2	1	0
L1FLnI_8q22.2f	0	0	1	0	0	0	1	0	1	1
L1FLnI_8q22.2g	0	0	0	0	0	0	0	0	0	9
L1FLnI_8q22.2h	2	6	15	3	13	21	32	11	29	60
L1FLnI_8q22.2i	0	0	2	0	0	0	0	1	1	2
L1FLnI_8q22.2j	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.2k	0	0	0	0	0	1	0	0	4	4
L1FLnI_8q22.2l	0	0	1	0	0	0	0	0	1	0
L1FLnI_8q22.2m	0	0	1	0	0	1	1	0	1	2
L1FLnI_8q22.2o	0	0	1	0	0	0	0	2	0	1
L1FLnI_8q22.2p	6	4	2	1	11	14	16	12	17	7
L1FLnI_8q22.2q	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.2r	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q22.2s	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.3a	0	0	0	0	0	0	0	0	0	2
L1FLnI_8q22.3aa	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.3c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.3d	0	0	0	0	0	2	0	0	0	0
L1FLnI_8q22.3f	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.3g	0	2	1	0	1	1	2	0	0	2
L1FLnI_8q22.3h	0	0	0	0	0	0	0	0	0	1
L1FLnI_8q22.3i	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.3j	9	5	12	6	24	28	15	20	22	53
L1FLnI_8q22.3l	0	0	0	0	0	2	0	1	1	0
L1FLnI_8q22.3m	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.3p	1	0	0	0	0	0	0	0	1	2
L1FLnI_8q22.3q	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.3r	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.3s	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.3t	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.3u	0	0	0	1	0	0	0	0	0	0
L1FLnI_8q22.3v	0	0	0	0	2	0	0	0	2	2
L1FLnI_8q22.3x	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q22.3z	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.1b	24	46	28	3	50	37	45	134	99	151
L1FLnI_8q23.1d	0	0	0	0	3	0	0	2	2	0
L1FLnI_8q23.1e	0	0	0	0	0	0	2	1	3	0
L1FLnI_8q23.1f	0	0	0	0	0	0	0	2	2	2
L1FLnI_8q23.1g	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q23.1h	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.1i	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.1j	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.1k	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.1l	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.1m	0	0	0	0	0	0	0	0	0	1
L1FLnI_8q23.1n	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.1o	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.1p	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q23.1q	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.1r	0	0	1	1	0	0	1	1	1	0
L1FLnI_8q23.1s	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.1v	0	0	0	0	0	1	0	0	0	0
L1FLnI_8q23.1w	0	0	0	0	0	0	0	0	0	2
L1FLnI_8q23.1x	0	0	0	0	5	2	1	1	1	3
L1FLnI_8q23.1y	5	28	35	8	36	45	27	58	54	110
L1FLnI_8q23.1z	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.2c	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.2d	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.2f	0	0	0	0	0	0	0	0	1	0
L1FLnI_8q23.3a	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.3aa	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.3b	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.3ba	0	0	0	1	0	0	0	0	1	0
L1FLnI_8q23.3ca	0	0	0	0	0	0	0	0	0	0
L1FLnI_8q23.3d	0	0	1	0	0	0	0	0	0	0
L1FLnI_8q23.3e	0	0	0	0	0	0	0	0	0	0
